Word 1,Word 2,Levenshtein Distance,Doublemetaphone Match
Tost,Turonian,6,False
Tidy,Tapiroid,6,False
Telamones,Thorium,8,False
Transplace,Temulency,8,False
Twigless,Trink,6,False
Tucked,Train,5,False
Tulip-shell,Tender,9,False
Toppescent,Trochili,9,False
Thirties,Transduction,9,False
Trompil,Trowelful,5,False
Tankling,Thalamencephalon,12,False
Thundering,Totem,8,False
Trichroism,Topic,8,False
Tutele,Tegulated,6,False
Twittle-twattle,Toadstool,12,False
Tagnicate,Tantalize,6,False
Topau,Tantivy,6,False
Traction,Trophosperm,9,False
Terce,Teratoma,5,False
Tympanized,Terrier,7,False
Tribolet,Tagtail,7,False
Thaumaturgics,Thine,10,False
Tympanites,Twank,7,False
Turnstone,Tongo,6,False
Truncating,Triumviry,7,False
To-beat,Tinea,4,False
Triverbial,Tinto,8,False
Trabeculate,Thermobattery,10,False
Tophaceous,Triune,8,False
Tapayaxin,Twyblade,7,False
Thwack,Tucuma,5,False
Tetroxide,Tiger,7,False
Trachytoid,Towardliness,10,False
Tine,Trestlework,9,False
Typhlosole,Twattler,8,False
Taberd,Thanatology,9,False
Tetrandria,Truthful,8,False
Trestlework,Taring,10,False
Twinkled,Tophi,7,False
Transilience,Trochisci,8,False
Transgressed,Triamide,9,False
Tussicular,Trachytoid,9,False
True,Transmutable,8,False
Tilmus,Tutelage,6,False
Transmigrant,Thornbut,10,False
Trinketry,Three-lobed,9,False
Triple-tail,Turfed,9,False
Tenet,Thrift,4,False
Trancscendental,Tauridor,12,False
Trochisk,Teachless,5,False
Taboring,Trust,6,False
Transcurrence,Tschego,9,False
Tapestries,Toxodonta,9,False
Toothless,Traducingly,10,False
Thermomultiplier,Trossers,12,False
Turn,Triradiated,9,False
Tegmental,Turbulent,7,False
Trape,Tajassu,5,False
Thring,Trouse,5,False
Tinder,Tangible,6,False
Taglock,Tricorporate,10,False
Turiones,Taffrail,7,False
Threefold,Tap,8,False
Telescopically,Turnix,12,False
Trimera,Tum-tum,6,False
Turdiformes,Tarpon,8,False
Tourn,Trio,4,False
Terraculture,Tabulae,7,False
Teetotal,Tafferer,7,False
Turnkeys,Turcomans,5,False
Toty,Treatable,7,False
Temerity,Thee,6,False
Taguan,Tilbury,5,False
Tassel,Topful,4,False
Turkos,Tantalizer,9,False
Trencher-men,Tradeswomen,7,False
Tetra-,Thresh-fold,9,False
Tamarind,Teocalli,7,False
Theriacal,Transubstantiator,14,False
Tact,Thanks,4,False
Transplanted,Thecla,9,False
Tolu,Trim,3,False
Truchman,Tearer,7,False
Trisulphide,Transcorporate,9,False
Transpalatine,Tubulation,8,False
Thermifugine,Tetrahexahedron,12,False
Testamentize,Trivalve,9,False
Tarantula,Thyrsoid,8,False
Triangularly,Trompil,9,False
Tabarder,Text,7,False
Tiercel,Theopneusty,8,False
Thunderbolt,Traveler,9,False
Tendment,Thoroughpin,10,False
Tardiness,Tanate,6,False
Taeniae,Tumuli,6,False
Tibiae,Triparted,6,False
Trophosome,Telegraphical,10,False
Terminate,Twinleaf,7,False
Typhous,Treacly,6,False
Tamias,Transmissive,7,False
Tire-women,Trinerve,7,False
Torpedinous,Torved,6,False
Teneral,Transmuted,8,False
Tingled,Tissue,4,False
Terminism,Transactor,9,False
Thirty-second,Telegram,11,False
Tralucent,Tractability,8,False
Thrower,Tentacula,8,False
Testamur,Tinker,6,False
Trewth,Toght,4,False
Teaspoonfuls,Tanager,9,False
Tuffoon,Tentory,5,False
Throwster,Tete-a-tete,8,False
Trudge,Transmit,6,False
Tenderness,Thrid,8,False
Trochiscus,Turbo,9,False
Therewhile,Toot,9,False
Tridentiferous,Trivialism,10,False
Torsi,Talegalla,8,False
Tidiness,Tailoress,4,False
Trochanteric,Timesaving,10,False
Tinkering,Tschego,7,False
Thin,Tolerate,7,False
Tue-iron,Tracheobronchial,11,False
Transversed,T cart,9,False
Typography,Tumid,9,False
Transalpine,Threnode,8,False
Twigger,Tepefy,6,False
Theorical,Traitress,8,False
Tripaschal,Tangental,7,False
Tyler,Triunity,7,False
